Uhrzeit,load,pv_infeed,diesel,battery ,,,,,,,,,,,
22:30,8.304,0,0,,,8.304,0,,8.736,0,,,,,
22:45,7.872,0,0,,,7.872,0,,8.192,0,,,,,
23:00,7.6,0,0,,,7.6,0,,7.68,0,,,,,
23:15,7.056,0,0,,,7.056,0,,7.28,0,,,,,
23:30,6.72,0,0,,,6.72,0,,6.944,0,,,,,
23:45,6.448,0,0,,,6.448,0,,6.304,0,,,,,
00:00,6.032,0,0,,,6.032,0,,5.92,0,,,,,
00:15,5.392,0,-0.001,5.845,day 6,5.216,0,,6.576,0,,0.443720622,0.452,34.50477402,4.022067984
00:30,5.136,0,0.001,5.354,,4.88,0,,6.368,0,,,0.219,,2.087503574
00:45,4.992,0,0.001,5.245,,4.48,0,,6.224,0,,,0.254,,2.480953311
01:00,4.896,0,0,5.096,,4.384,0,,5.76,0,,,0.2,,2.001601281
01:15,4.896,0,0,5.085,,4.304,0,,4.544,0,,,0.189,,1.893597836
01:30,4.864,0,0.001,5.077,,4.272,0,,4.336,0,,,0.214,,2.15248441
01:45,4.704,0,0,4.952,,4.24,0,,4.304,0,,,0.248,,2.568351284
02:00,4.576,0,0.001,4.781,,4.208,0,,4.304,0,,,0.206,,2.201325069
02:15,4.528,0,0,4.728,,4.208,0,,4.272,0,,,0.2,,2.160760588
02:30,4.496,0,0,4.689,,4.208,0,,4.256,0,,,0.193,,2.101252041
02:45,4.512,0,0,4.68,,4.192,0,,4.208,0,,,0.168,,1.82767624
03:00,4.576,0,20.991,-10.911,,4.176,0,,4.16,0,,,27.326,,74.9109052
03:15,4.528,0,21.048,-16.618,,4.144,0,,4.144,0,,,33.138,,78.53723278
03:30,4.464,0,21.237,-16.669,,4.144,0,,4.128,0,,,33.442,,78.92848714
03:45,4.384,0,20.753,-16.694,,4.096,0,,4.112,0,,,33.063,,79.03946834
04:00,4.384,0,20.783,-16.774,,4.16,0,,4.08,0,,,33.173,,79.09444219
04:15,4.368,0,20.807,-16.769,,4.128,0,,4.08,0,,,33.208,,79.17222964
04:30,4.336,0,20.828,-16.773,,4.128,0,,4.096,0,,,33.265,,79.321363
04:45,4.32,0,20.91,-16.833,,4.144,0,,4.112,0,,,33.423,,79.45938236
05:00,4.352,0,20.71,-16.79,,4.176,0,,4.096,0,,,33.148,,79.20290548
05:15,4.352,0,20.785,-16.774,,4.112,0,,4.08,0,,,33.207,,79.23218248
05:30,4.368,0,21.041,-16.806,,4.144,0,,4.064,0,,,33.479,,79.30593391
05:45,4.384,0,21.06,-16.756,,5.344,0,,4.064,0,,,33.432,,79.22274882
06:00,4.448,0,20.836,-16.709,,5.344,0,,4.112,0,,,33.097,,78.81551687
06:15,4.512,0,20.981,-16.671,,5.328,0,,4.112,0,,,33.14,,78.59785599
06:30,4.48,0,20.807,-16.644,,5.328,0,,4.064,0,,,32.971,,78.63156137
06:45,4.128,0,20.814,-16.785,,4.144,0,,3.984,0,,,33.471,,80.21424977
07:00,3.552,0,21.044,-17.419,,3.44,0,,3.808,0,,,34.911,,83.09175295
07:15,3.248,0.322,20.979,-18.139,,3.232,0.686,,3.536,0,,,35.548,,83.27398801
07:30,3.168,1.425,21.008,-19.231,,3.408,2.896,,3.312,0,,,35.646,,79.51017131
07:45,3.088,3.241,20.932,-21.086,,3.456,4.893,,3.12,0,,,35.689,,73.81843755
08:00,3.04,6.488,20.764,-24.373,,4.508,8.468,,3.04,0,,,35.609,,65.14040062
08:15,3.024,10.738,21.016,-28.751,,2.996,10.161,,2.992,0,,,36.005,,56.67490437
08:30,3.04,14.511,20.912,-32.481,,5.34,9.765,,2.96,0,,,35.842,,50.52153811
08:45,4.38,18.475,21.013,-36.286,,5.136,12.692,,3.04,0,,,34.444,,42.97227836
09:00,3.204,22.109,20.588,-38.62,,4.512,19.684,,3.024,0,,,33.895,,40.10245974
09:15,3.74,25.61,20.553,-43.635,,4.704,25.011,,3.008,0,,,34.838,,37.24475614
09:30,4.58,27.355,14.063,-40.205,,4.64,30.036,,3.056,0.057,,,22.333,,25.90745102
09:45,5.276,33.152,-0.044,-28.289,,5.788,29.307,,3.2,0.561,,,-10.183,,-15.25291712
10:00,4.004,35.216,-0.001,-30.351,,5.284,33.248,,3.328,0.819,,,-8.87,,-12.74938194
10:15,3.04,35.525,-0.001,-32.098,,4.636,30.556,,3.392,1.332,,,-6.468,,-9.153175592
10:30,2.96,26.597,-0.001,-23.485,,4.336,31.792,,3.424,1.872,,,-6.073,,-11.44920159
10:45,3.04,18.649,0,-15.521,,5.152,42.184,,3.408,2.4,,,-6.168,,-16.5761892
11:00,3.248,13.78,0.003,-10.509,,4.992,42.903,,3.456,3.117,,,-6.516,,-23.66013072
11:15,6.22,11.447,0.003,-7.634,,5.152,44.221,,3.504,4.103,,,-10.03,,-39.6380019
11:30,3.556,12.363,0.003,-6.082,,4.784,45.164,,3.568,5.114,,,-9.834,,-44.6918742
11:45,3.568,8.652,0.003,-4.84,,4.896,44.239,,3.632,5.458,,,-7.377,,-43.23389791
12:00,4.448,7.457,0.003,-2.388,,6.128,28.596,,3.904,6.529,,,-9.514,,-66.55008394
12:15,3.712,4.934,0.003,-0.876,,6.3,17.959,,4.048,8.058,,,-7.767,,-81.54330709
12:30,4.56,5.018,0.003,-0.921,,8.944,15.579,,4.764,9.81,,,-8.654,,-82.40335174
12:45,5.6,7.53,0.003,-1.006,,7.348,13.477,,4.656,11.243,,,-12.121,,-85.72742061
13:00,6.54,6.157,0.003,-0.978,,5.348,10.629,,3.924,12.422,,,-11.716,,-85.65579763
13:15,4.948,7.05,0.003,-0.925,,4.64,7.789,,5.164,12.798,,,-11.07,,-85.64134303
13:30,5.764,7.697,0.003,-0.948,,4.432,7.109,,16.252,14.439,,,-12.51,,-86.80266445
13:45,5.2,6.741,0.003,-0.923,,4.368,5.362,,11.064,16.179,,,-11.015,,-85.6065905
14:00,4.464,5.639,0.003,-0.884,,6.632,5.369,,4.288,16.713,,,-9.216,,-83.85805278
14:15,4.48,5.614,0.003,-0.847,,5.64,8.33,,5.9,15.21,,,-9.244,,-84.46637427
14:30,4.528,5.629,0.003,-0.837,,4.72,6.201,,5.168,14.423,,,-9.317,,-84.7231063
14:45,4.528,5.667,0.003,-0.829,,5.152,6.066,,4.548,14.857,,,-9.363,,-84.90976694
15:00,4.304,5.555,0.002,-0.842,,5.328,6.375,,4.56,16.238,,,-9.015,,-84.22872092
15:15,4.304,5.386,0.002,-0.794,,5.616,6.614,,4.752,17.276,,,-8.894,,-84.81785237
15:30,4.592,5.61,0.002,-0.785,,5.76,6.797,,4.768,18.06,,,-9.415,,-85.67658568
15:45,4.304,5.555,0.002,-0.777,,5.872,6.87,,4.736,18.102,,,-9.08,,-85.35438992
16:00,7.376,7.539,0.002,-0.804,,6.86,7.185,,5.168,19.238,,,-14.109,,-89.74619935
16:15,4.352,6.273,0.003,-0.772,,6.5,8.279,,5.232,19.483,,,-9.85,,-86.40350877
16:30,4.384,5.029,1.798,-0.863,,6.112,7.117,,5.584,22.038,,,-6.752,,-55.92181547
16:45,4.544,5.644,-0.041,-0.719,,7.36,8.198,,5.68,24.149,,,-9.51,,-86.86518085
17:00,4.512,5.583,-0.01,-0.75,,7.008,7.5,,5.168,24.017,,,-9.355,,-86.18148319
17:15,4.672,5.649,0.002,-0.72,,7.012,8.807,,5.328,21.927,,,-9.599,,-86.92384316
17:30,5.216,5.728,0.003,-0.725,,6.016,7.155,,5.44,17.333,,,-10.216,,-87.52570254
17:45,5.536,7.127,0.001,-0.755,,5.92,7.046,,6.608,14.858,,,-11.907,,-88.73239437
18:00,4.816,5.972,0,-0.744,,6.608,7.054,,6.176,11.848,,,-10.044,,-87.09677419
18:15,4.944,4.963,0.002,0.634,,6.944,5.643,,5.472,7.41,,,-9.271,,-87.93512283
18:30,4.464,3.266,0,2.2,,8.372,3.648,,5.984,4.999,,,-5.53,,-55.6898288
18:45,8.528,1.834,0.001,8.929,,7.472,2.093,,4.944,2.673,,,-1.432,,-7.422765913
19:00,5.056,1.089,0.001,4.562,,8.884,1.153,,5.056,1.397,,,-1.582,,-14.77400075
19:15,5.376,0.11,0.001,5.239,,7.58,0.149,,5.936,0.134,,,-0.246,,-2.293492448
19:30,10.528,0,0.001,10.262,,7.6,0,,7.868,0,,,-0.265,,-1.274589967
19:45,7.6,0,0.001,7.368,,10.992,0,,9.408,0,,,-0.231,,-1.543189258
20:00,8.384,0,0.001,8.305,,8.864,0,,9.232,0,,,-0.078,,-0.467345716
20:15,8.976,0,0.001,9.111,,9.52,0,,9.952,0,,,0.136,,0.751879699
20:30,9.712,0,0.001,9.382,,9.568,0,,9.6,0,,,-0.329,,-1.722964127
20:45,10.656,0,0.001,10.728,,9.312,0,,9.632,0,,,0.073,,0.341360767
21:00,9.92,0,0.001,11.008,,9.072,0,,9.216,0,,,1.089,,5.203306417
21:15,9.68,0,0.001,9.917,,10.048,0,,9.792,0,,,0.238,,1.214409634
21:30,9.488,0,0.001,9.822,,10.48,0,,9.856,0,,,0.335,,1.734762571
21:45,9.456,0,0.001,9.669,,10.544,0,,9.488,0,,,0.214,,1.118895744
22:00,9.184,0,0.001,9.544,,9.568,0,,9.216,0,,,0.361,,1.927492125
22:15,9.008,0,0.001,9.21,,9.44,0,,9.008,0,,,0.203,,1.114221417
22:30,8.4,0,0.001,8.941,,9.12,0,,8.736,0,,,0.542,,3.125360397
22:45,8.112,0,0.001,8.348,,8.592,0,,8.192,0,,,0.237,,1.439766721
23:00,7.824,0,0.001,8.14,,8.256,0,,7.68,0,,,0.317,,1.985593486
23:15,7.504,0,0.001,7.737,,7.312,0,,7.28,0,,,0.234,,1.535231597
23:30,7.184,0,0.001,7.582,,6.992,0,,6.944,0,,,0.399,,2.70197061
23:45,6.816,0,0.001,7.087,,6.768,0,,6.304,0,,,0.272,,1.956271577
00:00,6.544,0,0.001,6.845,,6.256,0,,5.92,0,,,0.302,,2.255414488
00:15,5.328,0,0.001,5.857,day 7,5.488,0,,6.576,0,,,0.53,,4.738065439
00:30,5.12,0,0.001,5.364,,5.088,0,,6.368,0,,,0.245,,2.336671435
00:45,4.784,0,-0.001,5.032,,4.768,0,,6.224,0,,,0.247,,2.516043598
01:00,4.608,0,0.001,4.846,,4.608,0,,5.76,0,,,0.239,,2.527763088
01:15,4.512,0,0.001,4.746,,4.56,0,,4.544,0,,,0.235,,2.538071066
01:30,4.4,0,0.001,4.614,,4.384,0,,4.336,0,,,0.215,,2.384914032
01:45,4.384,0,0,4.572,,4.24,0,,4.304,0,,,0.188,,2.099151407
02:00,4.352,0,0.001,4.554,,4.224,0,,4.304,0,,,0.203,,2.279106321
02:15,4.32,0,0.001,4.524,,4.112,0,,4.272,0,,,0.205,,2.317693612
02:30,4.288,0,0.001,4.482,,4.096,0,,4.256,0,,,0.195,,2.223235663
02:45,4.272,0,0.001,4.468,,4.064,0,,4.208,0,,,0.197,,2.253746711
03:00,4.224,0,0.001,4.416,,4.032,0,,4.16,0,,,0.193,,2.233537785
03:15,4.176,0,0,4.388,,4.016,0,,4.144,0,,,0.212,,2.475478748
03:30,4.176,0,0.001,4.354,,4,0,,4.128,0,,,0.179,,2.098229985
03:45,4.192,0,0.001,4.375,,3.984,0,,4.112,0,,,0.184,,2.147525677
04:00,4.176,0,0.001,4.374,,3.936,0,,4.08,0,,,0.199,,2.327213191
04:15,4.16,0,0.001,4.361,,3.92,0,,4.08,0,,,0.202,,2.370335602
04:30,4.176,0,0.001,4.355,,3.936,0,,4.096,0,,,0.18,,2.109704641
04:45,4.16,0,0,4.359,,3.952,0,,4.112,0,,,0.199,,2.335954924
05:00,4.16,0,0.001,4.359,,3.904,0,,4.096,0,,,0.2,,2.34741784
05:15,4.08,0,0.001,4.28,,3.888,0,,4.08,0,,,0.201,,2.404018658
05:30,4.016,0,0.001,4.23,,3.904,0,,4.064,0,,,0.215,,2.607008609
05:45,4.08,0,0.001,4.239,,3.872,0,,4.064,0,,,0.16,,1.923076923
06:00,5.248,0,0.001,5.291,,3.856,0,,4.112,0,,,0.044,,0.417457306
06:15,5.376,0,0.001,5.545,,3.92,0,,4.112,0,,,0.17,,1.556491485
06:30,5.36,0,0.001,5.583,,3.968,0,,4.064,0,,,0.224,,2.046783626
06:45,4.976,0,0.001,5.361,,3.92,0,,3.984,0,,,0.386,,3.73379764
07:00,3.44,0,0.001,4.15,,3.584,0,,3.808,0,,,0.711,,9.366354894
07:15,3.168,0.317,0.001,3.189,,3.328,0.852,,3.536,0,,,-0.295,,-4.419475655
07:30,3.152,1.751,0.001,2.003,,3.152,3.269,,3.312,0,,,-2.899,,-41.97191255
07:45,4.476,3.591,0,0.168,,3.104,5.775,,3.12,0,,,-7.899,,-95.91985428
08:00,3.156,5.173,0.001,-0.144,,3.168,6.506,,3.04,0,,,-8.184,,-96.57776729
08:15,3.088,5.332,0,-1.641,,3.28,9.485,,2.992,0,,,-6.779,,-67.37898817
08:30,17.504,5.194,0.001,6.683,,3.664,6.774,,2.96,0,,,-16.014,,-54.50275679
08:45,6.4,10.551,0,-1.125,,3.408,8.656,,3.04,0,,,-15.826,,-87.55255588
09:00,3.136,18.694,0,-15.31,,3.408,11.945,,3.024,0,,,-6.52,,-17.55519655
09:15,3.072,20.157,0,-16.803,,3.456,11.377,,3.008,0,,,-6.426,,-16.05215827
09:30,3.2,19.538,0,-16.144,,4.304,11.059,,3.056,0.057,,,-6.594,,-16.95900417
09:45,3.36,9.729,0,-6.004,,4.332,9.258,,3.2,0.561,,,-7.085,,-37.10784057
10:00,3.328,16.109,7.3,-12.465,,3.952,10.218,,3.328,0.819,,,0.328,,0.836692006
10:15,4.08,15.153,20.975,-31.119,,3.76,16.265,,3.392,1.332,,,32.861,,46.07091284
10:30,4.192,13.79,21.231,-30.356,,3.744,24.541,,3.424,1.872,,,33.605,,48.30456094
10:45,3.584,9.887,20.954,-27.42,,3.888,19.761,,3.408,2.4,,,34.903,,56.43625192
11:00,4.208,6.481,20.912,-23.242,,5.452,19.106,,3.456,3.117,,,33.465,,61.01963788
11:15,3.696,8.095,20.873,-25.364,,5.68,23.672,,3.504,4.103,,,34.446,,59.36099814
11:30,4.428,13.078,20.804,-30.385,,4.276,25.024,,3.568,5.114,,,33.683,,49.03268069
11:45,4.336,17.259,6.843,-21.959,,4.384,23.633,,3.632,5.458,,,7.207,,14.30045439
12:00,4.176,23.844,0,-19.367,,4.336,22.749,,3.904,6.529,,,-8.653,,-18.26028236
12:15,4.32,35.265,-0.001,-30.677,,5.28,22.161,,4.048,8.058,,,-8.909,,-12.67950415
12:30,4.912,29.272,0,-24.615,,7.404,24.778,,4.764,9.81,,,-9.569,,-16.27408629
12:45,5.248,41.002,-0.002,-34.885,,6.816,23.436,,4.656,11.243,,,-11.367,,-14.00963802
13:00,6.048,40.942,-0.002,-34.729,,5.796,17.665,,3.924,12.422,,,-12.263,,-15.00593483
13:15,4.864,25.829,-0.001,-20.684,,5.392,15.612,,5.164,12.798,,,-10.01,,-19.48304722
13:30,5.756,15.861,0.001,-10.707,,10.284,15.429,,16.252,14.439,,,-10.909,,-33.74787316
13:45,5.664,12.537,0.002,-6.525,,8.204,14.312,,11.064,16.179,,,-11.674,,-47.20964089
14:00,6.308,12.206,0.003,-4.783,,6.104,14.979,,4.288,16.713,,,-13.728,,-58.91845494
14:15,5.392,8.271,0.002,-2.854,,5.136,19.073,,5.9,15.21,,,-10.807,,-65.42163569
14:30,7.424,10.504,0.002,-3.458,,5.328,22.348,,5.168,14.423,,,-14.468,,-67.64540864
14:45,6.052,9.102,0.003,-2.123,,6.224,23.151,,4.548,14.857,,,-13.028,,-75.39351852
15:00,4.656,6.103,0.003,-1.068,,8.064,25.909,,4.56,16.238,,,-9.688,,-81.89349112
15:15,5.168,5.959,0.003,-1.064,,7.02,20.881,,4.752,17.276,,,-10.06,,-82.49958996
15:30,4.96,6.576,0.003,-1.082,,6.42,19.716,,4.768,18.06,,,-10.451,,-82.80643372
15:45,4.528,5.933,0.003,-1.076,,6.832,20.442,,4.736,18.102,,,-9.382,,-81.29982669
16:00,4.976,6.267,0.003,-1.073,,8.392,20.345,,5.168,19.238,,,-10.167,,-82.5310496
16:15,4.432,5.95,0.003,-1.037,,7.096,15.311,,5.232,19.483,,,-9.342,,-81.78952898
16:30,5.196,5.848,0.003,-1.014,,7.356,12.203,,5.584,22.038,,,-10.027,,-83.13572672
16:45,4.388,6.373,0.003,-1.022,,7.572,12.808,,5.68,24.149,,,-9.736,,-82.60648227
17:00,4.496,5.758,0.003,-1.001,,6.368,10.263,,5.168,24.017,,,-9.25,,-82.16379463
17:15,4.576,5.829,0.003,-0.963,,6.784,10.485,,5.328,21.927,,,-9.439,,-83.0094099
17:30,4.736,5.959,0.003,-0.942,,6.256,8.756,,5.44,17.333,,,-9.75,,-83.7628866
17:45,4.736,6.07,0.003,-0.935,,6.992,7.169,,6.608,14.858,,,-9.868,,-84.02588556
18:00,4.448,5.802,0.003,-0.912,,6.448,6.653,,6.176,11.848,,,-9.335,,-83.60949395
18:15,5.404,5.389,0.002,-0.27,,6.384,4.703,,5.472,7.41,,,-10.521,,-95.08359693
18:30,6.908,3.643,0.003,2.727,,8.044,3.323,,5.984,4.999,,,-7.821,,-58.8886379
18:45,7.14,2.097,0.003,6.799,,5.492,1.785,,4.944,2.673,,,-2.435,,-15.1817445
19:00,5.024,0.695,0.003,5.103,,5.936,0.932,,5.056,1.397,,,-0.613,,-5.662817552
19:15,8.996,0.095,0.002,5.264,,11.08,0.078,,5.936,0.134,,,-3.825,,-26.64205614
19:30,7.016,0,0.003,10.079,,14.38,0,,7.868,0,,,3.066,,17.93192186
19:45,8.176,0,0.002,7.972,,9.672,0,,9.408,0,,,-0.202,,-1.250773994
20:00,9.216,0,0.002,9.041,,9.056,0,,9.232,0,,,-0.173,,-0.947477956
20:15,9.936,0,0,9.731,,9.344,0,,9.952,0,,,-0.205,,-1.042355214
20:30,10.24,0,0,10.648,,9.024,0,,9.6,0,,,0.408,,1.953274607
20:45,9.728,0,0.002,10.065,,10.368,0,,9.632,0,,,0.339,,1.712553675
21:00,9.872,0,0.001,9.863,,10.608,0,,9.216,0,,,-0.008,,-0.040535063
21:15,9.744,0,0.002,10.445,,10.576,0,,9.792,0,,,0.703,,3.481749294
21:30,10.496,0,0.003,10.466,,10.928,0,,9.856,0,,,-0.027,,-0.128786072
21:45,10.864,0,0.003,11.147,,10.72,0,,9.488,0,,,0.286,,1.299173253
22:00,10.304,0,0.002,10.783,,10.704,0,,9.216,0,,,0.481,,2.280809901
22:15,8.8,0,0.002,9.558,,10.048,0,,9.008,0,,,0.76,,4.139433551
22:30,8.512,0,0.002,8.781,,8.768,0,,8.736,0,,,0.271,,1.566926857
22:45,8.24,0,0.003,8.519,,8.464,0,,8.192,0,,,0.282,,1.682376805
23:00,7.808,0,0.001,8.192,,8.288,0,,7.68,0,,,0.385,,2.406099619
23:15,7.504,0,0.003,7.833,,7.968,0,,7.28,0,,,0.332,,2.164276402
23:30,6.992,0,0,7.389,,7.424,0,,6.944,0,,,0.397,,2.760586885
23:45,6.752,0,0.003,6.975,,6.96,0,,6.304,0,,,0.226,,1.64603059
00:00,6.864,0,0.002,7.01,,6.912,0,,5.92,0,,,0.148,,1.066589795
00:15,4.288,0,0.001,4.524,day 8,,,,,,,,0.237,,2.689209123
00:30,4.16,0,0.002,4.376,,,,,,,,,0.218,,2.553291169
00:45,4,0,0.003,4.272,,,,,,,,,0.275,,3.32326284
01:00,3.856,0,0.002,4.045,,,,,,,,,0.191,,2.416803745
01:15,3.792,0,0.003,4.007,,,,,,,,,0.218,,2.794155345
01:30,3.76,0,0.002,3.949,,,,,,,,,0.191,,2.476980936
01:45,3.728,0,0.001,3.93,,,,,,,,,0.203,,2.650476564
02:00,3.744,0,0,3.912,,,,,,,,,0.168,,2.194357367
02:15,3.712,0,0,3.908,,,,,,,,,0.196,,2.572178478
02:30,3.712,0,0.001,3.903,,,,,,,,,0.192,,2.521008403
02:45,3.712,0,0,3.893,,,,,,,,,0.181,,2.380013149
03:00,3.68,0,0.001,3.871,,,,,,,,,0.192,,2.542372881
03:15,3.664,0,0.001,3.861,,,,,,,,,0.198,,2.630879617
03:30,3.648,0,0,3.841,,,,,,,,,0.193,,2.577113099
03:45,3.632,0,0.001,3.818,,,,,,,,,0.187,,2.509730238
04:00,3.616,0,0,3.806,,,,,,,,,0.19,,2.559956885
04:15,3.616,0,0.001,3.801,,,,,,,,,0.186,,2.507414397
04:30,3.584,0,-0.001,3.78,,,,,,,,,0.195,,2.647657841
04:45,3.584,0,0.001,3.772,,,,,,,,,0.189,,2.568981922
05:00,3.6,0,0,3.778,,,,,,,,,0.178,,2.412577934
05:15,3.6,0,0,3.778,,,,,,,,,0.178,,2.412577934
05:30,3.616,0,0,3.797,,,,,,,,,0.181,,2.441656549
05:45,3.616,0,0,3.806,,,,,,,,,0.19,,2.559956885
06:00,3.568,0,-0.001,3.77,,,,,,,,,0.201,,2.738792751
06:15,3.616,0,0,3.79,,,,,,,,,0.174,,2.349446395
06:30,3.696,0,21.054,-15.855,,,,,,,,,33.213,,81.7953454
06:45,3.568,0,20.867,-17.459,,,,,,,,,34.758,,82.96653459
07:00,3.328,0,20.925,-17.771,,,,,,,,,35.368,,84.16143156
07:15,3.152,0.487,21.083,-18.44,,,,,,,,,35.884,,83.13794541
07:30,3.024,1.521,20.801,-19.395,,,,,,,,,35.651,,79.68306475
07:45,2.944,2.235,20.796,-20.177,,,,,,,,,35.794,,77.55676894
08:00,2.816,2.719,20.703,-20.842,,,,,,,,,36.01,,76.48683093
08:15,2.896,4.893,21.096,-22.951,,,,,,,,,36.258,,69.94752682
08:30,4.284,6.809,0,-3.37,,,,,,,,,-7.723,,-53.39832676
08:45,2.884,5.815,0,-1.006,,,,,,,,,-7.693,,-79.26841834
09:00,2.96,9.853,-0.001,-6.495,,,,,,,,,-6.319,,-32.72567197
09:15,3.184,14.503,-0.001,-11.099,,,,,,,,,-6.589,,-22.88880397
09:30,5.292,29.684,-0.001,-25.561,,,,,,,,,-9.416,,-15.55386699
09:45,5.52,17.762,0,-12.063,,,,,,,,,-11.219,,-31.74140614
10:00,4.244,17.801,0,-12,,,,,,,,,-10.045,,-29.50506682
10:15,4.304,17.714,-0.001,-12.904,,,,,,,,,-9.115,,-26.10027775
10:30,3.776,20.528,0,-16.557,,,,,,,,,-7.747,,-18.95939894
10:45,4.432,9.412,0,-4.472,,,,,,,,,-9.372,,-51.16837737
11:00,4.8,4.54,0.001,0,,,,,,,,,-9.339,,-99.97858902
11:15,3.936,5.788,0.001,-1.498,,,,,,,,,-8.225,,-73.28699991
11:30,5.468,4.631,0,0,,,,,,,,,-10.099,,-100
11:45,4.308,5.402,0,0,,,,,,,,,-9.71,,-100
12:00,4.24,7.9,0,-3.151,,,,,,,,,-8.989,,-58.78621411
12:15,4.256,10.938,0,-6.423,,,,,,,,,-8.771,,-40.57454781
12:30,5.26,16.311,-0.001,-11.444,,,,,,,,,-10.128,,-30.67603586
12:45,5.284,15.598,-0.001,-9.46,,,,,,,,,-11.423,,-37.6462446
13:00,6.06,15.849,0,-10.693,,,,,,,,,-11.216,,-34.40279737
13:15,6.24,18.706,0,-12.14,,,,,,,,,-12.806,,-34.53055061
13:30,4.372,12.809,0,-6.923,,,,,,,,,-10.258,,-42.55725191
13:45,7.548,11.374,-0.001,-6.078,,,,,,,,,-12.845,,-51.37794488
14:00,8.052,23.525,-0.001,-12.835,,,,,,,,,-18.743,,-42.20160764
14:15,4.752,20.408,0,-15.523,,,,,,,,,-9.637,,-23.68802694
14:30,4.976,9.922,0,-4.599,,,,,,,,,-10.299,,-52.82351131
14:45,5.616,6.172,0.001,-0.423,,,,,,,,,-11.364,,-93.05601048
15:00,5.136,5.922,0,0,,,,,,,,,-11.058,,-100
15:15,6.096,5.62,0,0,,,,,,,,,-11.716,,-100
15:30,5.104,9.49,0,-4.06,,,,,,,,,-10.534,,-56.4704621
15:45,6.416,12.201,0,-5.505,,,,,,,,,-13.112,,-54.35701849
16:00,5.104,9.159,0,-3.538,,,,,,,,,-10.725,,-60.24942419
16:15,4.88,10.195,0.001,-5.077,,,,,,,,,-9.997,,-49.60551779
16:30,6.704,10.696,0,-3.731,,,,,,,,,-13.669,,-64.68695282
16:45,4.896,9.115,0,-3.85,,,,,,,,,-10.161,,-56.88931191
17:00,4.752,8.505,-0.001,-3.45,,,,,,,,,-9.808,,-58.702418
17:15,4.816,8.224,0,-3.113,,,,,,,,,-9.927,,-61.45607627
17:30,4.64,6.999,0.001,-1.965,,,,,,,,,-9.673,,-71.09886071
17:45,4.656,6.031,0.001,-1.03,,,,,,,,,-9.656,,-82.40314047
18:00,4.72,3.913,0.001,1.424,,,,,,,,,-7.208,,-71.66434679
18:15,4.88,2.018,0.001,3.476,,,,,,,,,-3.421,,-32.97349398
18:30,4.832,1.076,0,4.217,,,,,,,,,-1.691,,-16.70123457
18:45,5.088,0.654,0,4.75,,,,,,,,,-0.992,,-9.454822722
19:00,8.828,0.115,0,7.751,,,,,,,,,-1.192,,-7.140289925
19:15,7.984,0,0.001,8.171,,,,,,,,,0.188,,1.16365437
19:30,9.036,0,-0.001,8.038,,,,,,,,,-0.999,,-5.850658858
19:45,8.548,0,0,8.84,,,,,,,,,0.292,,1.679319071
20:00,9.136,0,0.001,9.116,,,,,,,,,-0.019,,-0.104092478
20:15,9.536,0,0,9.615,,,,,,,,,0.079,,0.412511096
20:30,9.664,0,0.001,9.937,,,,,,,,,0.274,,1.397816549
20:45,9.424,0,0.001,9.751,,,,,,,,,0.328,,1.710471423
21:00,9.296,0,0,9.532,,,,,,,,,0.236,,1.253452305
21:15,8.896,0,0.001,9.568,,,,,,,,,0.673,,3.644733279
21:30,9.184,0,0,9.404,,,,,,,,,0.22,,1.183559286
21:45,8.72,0,0,9.132,,,,,,,,,0.412,,2.307864665
22:00,8.24,0,0,8.664,,,,,,,,,0.424,,2.508282063
22:15,7.792,0,0.001,8.157,,,,,,,,,0.366,,2.294670846
22:30,7.456,0,0,7.777,,,,,,,,,0.321,,2.107267117
22:45,6.944,0,0.001,7.241,,,,,,,,,0.298,,2.100662625
23:00,6.608,0,0,6.909,,,,,,,,,0.301,,2.226825479
23:15,6.256,0,0,6.58,,,,,,,,,0.324,,2.524150826
23:30,5.936,0,0,6.293,,,,,,,,,0.357,,2.919290212
23:45,5.648,0,0.001,5.955,,,,,,,,,0.308,,2.654257153
00:00,5.36,0,0.001,5.629,,,,,,,,,0.27,,2.45677889
00:15,4.704,0,0,5.116,day 2,,,,,,,,0.412,,4.195519348
00:30,4.672,0,0,4.859,,,,,,,,,0.187,,1.962018676
00:45,4.544,0,-0.001,4.793,,,,,,,,,0.248,,2.65581495
01:00,4.432,0,0.001,4.691,,,,,,,,,0.26,,2.849627356
01:15,4.144,0,0,4.348,,,,,,,,,0.204,,2.402260951
01:30,4.128,0,0,4.324,,,,,,,,,0.196,,2.318977757
01:45,4.096,0,0,4.288,,,,,,,,,0.192,,2.290076336
02:00,3.968,0,0.001,4.191,,,,,,,,,0.224,,2.745098039
02:15,3.888,0,0,4.091,,,,,,,,,0.203,,2.544178468
02:30,3.84,0,0,4.034,,,,,,,,,0.194,,2.463804928
02:45,3.808,0,0,4,,,,,,,,,0.192,,2.459016393
03:00,3.808,0,0.001,3.986,,,,,,,,,0.179,,2.29634381
03:15,3.888,0,13.911,-3.093,,,,,,,,,13.116,,62.78001149
03:30,3.872,0,20.82,-17.234,,,,,,,,,34.182,,81.52936126
03:45,3.888,0,21.068,-17.271,,,,,,,,,34.451,,81.58524167
04:00,3.824,0,21.099,-17.214,,,,,,,,,34.489,,81.8496808
04:15,3.696,0,20.992,-17.413,,,,,,,,,34.709,,82.44222228
